ID;Region;Nombre_Hueso;Cara;Accidentes_Oseos;Musculos_Relacionados;Funcion_Bio;Articulaciones_Clave;Agente_Fisico;Referencia_Netter;Referencia_Colorear;Link_PDF_Carrion;Puntos_Clave_Palpacion;Terminologia_Tecnica;Prioridad_BRI;Accion_Sugerida;Pista_Trivia;Riesgo_Fractura
H148;Rodilla;Rótula (Patela) Derecho;Sesamoideo;Polo superior, Polo inferior;Cuádriceps, Tendón rotuliano;Aumenta el brazo de palanca del cuádriceps;Femoropatelar;TENS / Hielo;Lámina 495;Lámina 7-3;-;Rótula Derecho;Sesamoideo;Rojo;Movilización rotuliana;Soy la 'tapa' de tu rodilla.;Riesgo ALTO (Luxación o Condromalacia)
H149;Pierna;Tibia Derecho;Hueso Largo;Meseta tibial, Tuberosidad anterior, Maléolo medial;Cuádriceps (inserción), Tibial anterior;Transmisión total del peso a pie;Femorotibial, Tibioperoneaastragalina;Magnetoterapia;Lámina 503;Lámina 7-4;-;Maléolo medial Derecho, Espinilla;Tibia;Rojo;Descarga de peso progresiva;Soy tu 'espinilla', la que siempre te golpeas.;Riesgo ALTO
H150;Pierna;Peroné (Fíbula) Derecho;Hueso Largo;Cabeza del peroné, Maléolo lateral;Peroneos, Bíceps femoral;Estabilidad lateral del tobillo;Tibioperonea (proximal y distal);Ultrasonido;Lámina 503;Lámina 7-4;-;Maléolo lateral Derecho;Fíbula;Ámbar;Estabilización de tobillo;No soporto peso, pero aseguro tu tobillo.;Riesgo ALTO (Esguince/Fractura de tobillo)
H151;Muslo;Fémur Izquierdo;Hueso Largo;Cabeza, Cuello, Trocánter Mayor y Menor, Cóndilos;Cuádriceps, Isquiotibiales, Glúteos;Soporte de peso, Marcha;Coxofemoral, Femorotibial;Magneto / Ultrasonido;Lámina 475;Lámina 7-2;-;Trocánter mayor Izquierdo;Fémur;Rojo;Fortalecimiento carga;Soy el hueso más largo y fuerte de tu cuerpo.;Riesgo ALTO (Fractura de cuello femoral en geriátricos)
H152;Rodilla;Rótula (Patela) Izquierdo;Sesamoideo;Polo superior, Polo inferior;Cuádriceps, Tendón rotuliano;Aumenta el brazo de palanca del cuádriceps;Femoropatelar;TENS / Hielo;Lámina 495;Lámina 7-3;-;Rótula Izquierdo;Sesamoideo;Rojo;Movilización rotuliana;Soy la 'tapa' de tu rodilla.;Riesgo ALTO (Luxación o Condromalacia)
H153;Pierna;Tibia Izquierdo;Hueso Largo;Meseta tibial, Tuberosidad anterior, Maléolo medial;Cuádriceps (inserción), Tibial anterior;Transmisión total del peso a pie;Femorotibial, Tibioperoneaastragalina;Magnetoterapia;Lámina 503;Lámina 7-4;-;Maléolo medial Izquierdo, Espinilla;Tibia;Rojo;Descarga de peso progresiva;Soy tu 'espinilla', la que siempre te golpeas.;Riesgo ALTO
H154;Pierna;Peroné (Fíbula) Izquierdo;Hueso Largo;Cabeza del peroné, Maléolo lateral;Peroneos, Bíceps femoral;Estabilidad lateral del tobillo;Tibioperonea (proximal y distal);Ultrasonido;Lámina 503;Lámina 7-4;-;Maléolo lateral Izquierdo;Fíbula;Ámbar;Estabilización de tobillo;No soporto peso, pero aseguro tu tobillo.;Riesgo ALTO (Esguince/Fractura de tobillo)
H155;Tarso (Tobillo/Pie);Astrágalo de Pie Derecho;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Astrágalo Derecho;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H156;Tarso (Tobillo/Pie);Calcáneo de Pie Derecho;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Calcáneo Derecho;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H157;Tarso (Tobillo/Pie);Navicular de Pie Derecho;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Navicular Derecho;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H158;Tarso (Tobillo/Pie);Cuboides de Pie Derecho;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuboides Derecho;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H159;Tarso (Tobillo/Pie);Cuneiforme Medial de Pie Derecho;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuneiforme Medial Derecho;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H160;Tarso (Tobillo/Pie);Cuneiforme Intermedio de Pie Derecho;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuneiforme Intermedio Derecho;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H161;Tarso (Tobillo/Pie);Cuneiforme Lateral de Pie Derecho;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuneiforme Lateral Derecho;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H162;Metatarso;Metatarsiano 1 de Pie Derecho;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 1 Derecho;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 1.;Riesgo MEDIO (Metatarsalgia)
H163;Metatarso;Metatarsiano 2 de Pie Derecho;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 2 Derecho;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 2.;Riesgo MEDIO (Metatarsalgia)
H164;Metatarso;Metatarsiano 3 de Pie Derecho;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 3 Derecho;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 3.;Riesgo MEDIO (Metatarsalgia)
H165;Metatarso;Metatarsiano 4 de Pie Derecho;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 4 Derecho;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 4.;Riesgo MEDIO (Metatarsalgia)
H166;Metatarso;Metatarsiano 5 de Pie Derecho;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 5 Derecho;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 5.;Riesgo MEDIO (Metatarsalgia)
H167;Falanges (Pie);Falange Proximal 1 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 1;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 1.;Riesgo MEDIO
H168;Falanges (Pie);Falange Distal 1 de Pie Derecho;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 1;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 1.;Riesgo MEDIO (Golpes directos)
H169;Falanges (Pie);Falange Proximal 2 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 2;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 2.;Riesgo MEDIO
H170;Falanges (Pie);Falange Media 2 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 2;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 2.;Riesgo MEDIO
H171;Falanges (Pie);Falange Distal 2 de Pie Derecho;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 2;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 2.;Riesgo MEDIO (Golpes directos)
H172;Falanges (Pie);Falange Proximal 3 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 3;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 3.;Riesgo MEDIO
H173;Falanges (Pie);Falange Media 3 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 3;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 3.;Riesgo MEDIO
H174;Falanges (Pie);Falange Distal 3 de Pie Derecho;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 3;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 3.;Riesgo MEDIO (Golpes directos)
H175;Falanges (Pie);Falange Proximal 4 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 4;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 4.;Riesgo MEDIO
H176;Falanges (Pie);Falange Media 4 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 4;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 4.;Riesgo MEDIO
H177;Falanges (Pie);Falange Distal 4 de Pie Derecho;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 4;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 4.;Riesgo MEDIO (Golpes directos)
H178;Falanges (Pie);Falange Proximal 5 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 5;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 5.;Riesgo MEDIO
H179;Falanges (Pie);Falange Media 5 de Pie Derecho;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 5;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 5.;Riesgo MEDIO
H180;Falanges (Pie);Falange Distal 5 de Pie Derecho;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 5;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 5.;Riesgo MEDIO (Golpes directos)
H181;Tarso (Tobillo/Pie);Astrágalo de Pie Izquierdo;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Astrágalo Izquierdo;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H182;Tarso (Tobillo/Pie);Calcáneo de Pie Izquierdo;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Calcáneo Izquierdo;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H183;Tarso (Tobillo/Pie);Navicular de Pie Izquierdo;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Navicular Izquierdo;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H184;Tarso (Tobillo/Pie);Cuboides de Pie Izquierdo;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuboides Izquierdo;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H185;Tarso (Tobillo/Pie);Cuneiforme Medial de Pie Izquierdo;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuneiforme Medial Izquierdo;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H186;Tarso (Tobillo/Pie);Cuneiforme Intermedio de Pie Izquierdo;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuneiforme Intermedio Izquierdo;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H187;Tarso (Tobillo/Pie);Cuneiforme Lateral de Pie Izquierdo;Hueso Corto;Tuberosidades articulares;Tibial posterior, Tríceps sural (Calcáneo);Amortiguación, marcha, arcos plantares;Subastragalina, Mediotarsiana;Láser / Magneto;Lámina 511;Lámina 7-5;-;Cuneiforme Lateral Izquierdo;Tarsianos;Rojo;Terapia propioceptiva;Soy una pieza clave del arco de tu pie.;Riesgo ALTO (Fascitis / Fractura estrés)
H188;Metatarso;Metatarsiano 1 de Pie Izquierdo;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 1 Izquierdo;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 1.;Riesgo MEDIO (Metatarsalgia)
H189;Metatarso;Metatarsiano 2 de Pie Izquierdo;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 2 Izquierdo;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 2.;Riesgo MEDIO (Metatarsalgia)
H190;Metatarso;Metatarsiano 3 de Pie Izquierdo;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 3 Izquierdo;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 3.;Riesgo MEDIO (Metatarsalgia)
H191;Metatarso;Metatarsiano 4 de Pie Izquierdo;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 4 Izquierdo;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 4.;Riesgo MEDIO (Metatarsalgia)
H192;Metatarso;Metatarsiano 5 de Pie Izquierdo;Hueso Largo Corto;Base, Cuerpo, Cabeza;Fascia plantar, Interóseos;Impulso de la marcha (Fase despegue);Metatarsofalángica;Ultrasonido / TENS;Lámina 512;Lámina 7-6;-;Cabeza metatarsal 5 Izquierdo;Metatarso;Rojo;Masaje fricción plantar;Soy el soporte de la almohadilla de tu pie 5.;Riesgo MEDIO (Metatarsalgia)
H193;Falanges (Pie);Falange Proximal 1 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 1;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 1.;Riesgo MEDIO
H194;Falanges (Pie);Falange Distal 1 de Pie Izquierdo;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 1;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 1.;Riesgo MEDIO (Golpes directos)
H195;Falanges (Pie);Falange Proximal 2 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 2;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 2.;Riesgo MEDIO
H196;Falanges (Pie);Falange Media 2 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 2;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 2.;Riesgo MEDIO
H197;Falanges (Pie);Falange Distal 2 de Pie Izquierdo;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 2;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 2.;Riesgo MEDIO (Golpes directos)
H198;Falanges (Pie);Falange Proximal 3 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 3;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 3.;Riesgo MEDIO
H199;Falanges (Pie);Falange Media 3 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 3;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 3.;Riesgo MEDIO
H200;Falanges (Pie);Falange Distal 3 de Pie Izquierdo;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 3;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 3.;Riesgo MEDIO (Golpes directos)
H201;Falanges (Pie);Falange Proximal 4 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 4;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 4.;Riesgo MEDIO
H202;Falanges (Pie);Falange Media 4 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 4;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 4.;Riesgo MEDIO
H203;Falanges (Pie);Falange Distal 4 de Pie Izquierdo;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 4;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 4.;Riesgo MEDIO (Golpes directos)
H204;Falanges (Pie);Falange Proximal 5 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Lumbricales pie;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Dedo pie 5;Falange;Verde;Reeducación de marcha;Primera sección de tu dedo del pie 5.;Riesgo MEDIO
H205;Falanges (Pie);Falange Media 5 de Pie Izquierdo;Hueso Largo Corto;Base, Cabeza;Flexores cortos;Agarre en el suelo;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Medio dedo pie 5;Falange;Verde;Reeducación de marcha;Sección media de tu dedo del pie 5.;Riesgo MEDIO
H206;Falanges (Pie);Falange Distal 5 de Pie Izquierdo;Hueso Largo Corto;Base;Flexores largos;Punto final de despegue marcha;Interfalángica;Láser;Lámina 512;Lámina 7-6;-;Punta dedo pie 5;Falange;Verde;Reeducación de marcha;Soporto la uña de tu dedo del pie 5.;Riesgo MEDIO (Golpes directos)
